StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_1km,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB05CC2145,52.38833,-113.72139,2018-06-28 08:13:00,05CC,8.72,7.62,790.0,20.32,2018,6,840.0541382,1.063135862,12.0,12.0,0.592,14.6,53.6,1
AB05CC2145,52.38833,-113.72139,2018-06-28 08:14:00,05CC,8.67,4.94,792.0,20.1,2018,6,840.0541382,1.063135862,12.0,12.0,0.592,14.6,53.6,1
AB05CA0110,51.98977,-114.87961,2018-06-28 15:00:00,05CA,7.91,8.98,265.0,18.74,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:01:00,05CA,7.91,8.9,264.0,18.67,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:02:00,05CA,7.92,8.88,264.0,18.53,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:03:00,05CA,7.94,8.82,265.0,18.39,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:04:00,05CA,8.0,8.86,265.0,18.28,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:05:00,05CA,8.06,8.84,264.0,18.24,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:06:00,05CA,8.1,8.86,264.0,18.2,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:07:00,05CA,8.12,8.81,266.0,18.04,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:08:00,05CA,8.08,8.75,266.0,17.69,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:09:00,05CA,8.06,8.77,267.0,17.54,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:10:00,05CA,8.06,8.86,271.0,16.38,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:11:00,05CA,8.01,8.85,275.0,15.81,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:12:00,05CA,7.91,8.38,279.0,14.52,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:13:00,05CA,7.6,6.94,290.0,12.85,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:14:00,05CA,7.43,5.55,305.0,10.87,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:15:00,05CA,7.25,3.54,309.0,9.95,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:16:00,05CA,7.08,2.58,321.0,7.94,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:17:00,05CA,7.07,1.48,321.0,7.32,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:18:00,05CA,7.11,0.52,323.0,6.52,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:19:00,05CA,7.06,0.12,329.0,5.75,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:20:00,05CA,7.18,0.05,331.0,5.45,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05CA0110,51.98977,-114.87961,2018-06-28 15:21:00,05CA,7.13,0.04,332.0,5.31,2018,6,1185.817505,0.051134102,9.0,8.0,0.592,12.6,76.4,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:40:00,05AA,8.31,9.28,391.0,15.11,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:41:00,05AA,8.3,9.22,389.0,15.31,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:42:00,05AA,8.3,9.23,389.0,15.3,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:43:00,05AA,8.29,9.27,389.0,15.17,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:44:00,05AA,8.29,9.35,389.0,15.07,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:45:00,05AA,8.28,9.4,390.0,15.02,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:46:00,05AA,8.28,9.45,389.0,14.99,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:47:00,05AA,8.28,9.47,390.0,14.98,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05AA1056,49.67236,-114.60342,2018-06-26 11:48:00,05AA,8.28,9.52,389.0,14.99,2018,6,1474.616089,13.42007542,9.0,9.0,0.58,11.4,28.0,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:32:00,05FD,8.48,9.92,461.0,16.12,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:33:00,05FD,8.51,9.92,461.0,16.13,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:34:00,05FD,8.5,9.92,462.0,16.13,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:35:00,05FD,8.5,9.98,462.0,16.1,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:36:00,05FD,8.5,9.96,462.0,16.12,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:37:00,05FD,8.5,9.96,461.0,16.1,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:38:00,05FD,8.5,9.94,461.0,16.07,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:39:00,05FD,8.5,9.94,461.0,16.09,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:40:00,05FD,8.5,9.92,461.0,16.08,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:41:00,05FD,8.5,9.92,463.0,15.59,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:42:00,05FD,8.5,9.75,461.0,15.09,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:43:00,05FD,8.52,9.78,461.0,15.98,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:44:00,05FD,8.44,9.32,476.0,14.9,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:45:00,05FD,8.17,8.91,503.0,9.39,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:46:00,05FD,8.08,7.89,541.0,6.46,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:47:00,05FD,8.05,7.44,545.0,6.05,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:48:00,05FD,8.02,7.47,550.0,5.68,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:49:00,05FD,8.0,6.84,550.0,5.38,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:50:00,05FD,7.93,5.81,552.0,5.07,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:51:00,05FD,7.87,4.14,555.0,4.94,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:52:00,05FD,7.8,3.82,557.0,4.79,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:53:00,05FD,7.78,3.23,558.0,4.71,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:54:00,05FD,7.79,3.07,559.0,4.65,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:55:00,05FD,7.67,3.89,557.0,4.46,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:56:00,05FD,7.65,0.0,554.0,4.38,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:57:00,05FD,7.66,1.11,565.0,4.25,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:58:00,05FD,7.65,1.06,567.0,3.98,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 08:59:00,05FD,7.63,1.31,560.0,3.9,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 09:00:00,05FD,7.62,0.82,574.0,3.85,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 09:01:00,05FD,7.6,1.01,576.0,3.83,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 09:02:00,05FD,7.6,1.34,575.0,3.83,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 09:03:00,05FD,7.61,1.82,576.0,3.85,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05FD0060,52.76667,-110.60667,2018-06-04 09:04:00,05FD,7.58,1.05,581.0,3.86,2018,6,655.7735596,0.034940906,8.0,8.0,0.329,15.6,19.9,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:40:00,05AA,8.33,9.66,288.0,9.4,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:41:00,05AA,8.28,9.67,288.0,9.35,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:42:00,05AA,8.27,9.66,288.0,9.34,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:43:00,05AA,8.25,9.65,288.0,9.33,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:44:00,05AA,8.24,9.63,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:45:00,05AA,8.24,9.63,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:46:00,05AA,8.24,9.63,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:47:00,05AA,8.24,9.62,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:48:00,05AA,8.24,9.62,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:49:00,05AA,8.24,9.62,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:50:00,05AA,8.23,9.62,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:51:00,05AA,8.23,9.61,288.0,9.32,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:52:00,05AA,8.23,9.61,288.0,9.31,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:53:00,05AA,8.23,9.6,288.0,9.31,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:54:00,05AA,8.23,9.6,288.0,9.3,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:55:00,05AA,8.23,9.58,288.0,9.29,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:56:00,05AA,8.23,9.57,288.0,9.28,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:57:00,05AA,8.22,9.56,288.0,9.26,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:58:00,05AA,8.22,9.55,288.0,9.25,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 08:59:00,05AA,8.22,9.55,288.0,9.24,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:00:00,05AA,8.22,9.54,288.0,9.24,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:01:00,05AA,8.21,9.53,288.0,9.23,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:02:00,05AA,8.21,9.52,288.0,9.22,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:03:00,05AA,8.21,9.52,288.0,9.21,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:04:00,05AA,8.21,9.51,288.0,9.2,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:05:00,05AA,8.21,9.5,288.0,9.2,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:06:00,05AA,8.21,9.5,288.0,9.19,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:07:00,05AA,8.2,9.49,288.0,9.19,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:08:00,05AA,8.2,9.49,288.0,9.19,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:09:00,05AA,8.19,9.38,289.0,9.13,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:10:00,05AA,8.18,9.38,289.0,9.13,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:11:00,05AA,8.19,9.38,289.0,9.11,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:12:00,05AA,8.19,9.36,289.0,9.1,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:13:00,05AA,8.18,9.33,289.0,9.06,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:14:00,05AA,8.17,9.16,289.0,8.75,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:15:00,05AA,8.15,8.82,290.0,8.69,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:16:00,05AA,8.07,8.67,293.0,8.67,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05AA1062,49.62886,-114.64958,2018-06-27 09:16:00,05AA,8.04,8.51,294.0,8.64,2018,6,1351.212891,0.002670673,7.0,6.0,0.58,11.4,28.0,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:41:00,05EB,8.22,13.12,443.0,16.64,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:42:00,05EB,8.24,13.19,443.0,16.37,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:43:00,05EB,8.23,12.93,442.0,16.04,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:44:00,05EB,8.17,12.5,442.0,15.28,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:45:00,05EB,8.08,10.02,444.0,14.43,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:46:00,05EB,7.9,6.62,450.0,13.53,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:47:00,05EB,7.72,4.93,453.0,13.24,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:48:00,05EB,7.63,3.9,458.0,12.95,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:49:00,05EB,7.55,3.13,460.0,12.7,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:50:00,05EB,7.47,2.69,464.0,12.43,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:51:00,05EB,7.41,2.54,465.0,12.29,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:52:00,05EB,7.34,1.28,466.0,12.08,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:53:00,05EB,7.29,0.83,468.0,11.95,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
AB05EB1030,53.46083,-113.0908,2018-06-15 09:54:00,05EB,7.26,0.08,469.0,11.78,2018,6,738.3030396,0.739246011,9.0,11.0,0.491,14.7,36.8,0
